EmployeeID,Salary,Bonus,OvertimeHours
EMP00997,76093,36104,34
EMP00998,91147,30062,27
EMP00999,137004,42608,35
EMP01000,53983,43595,30
EMP01001,90364,36020,27
EMP01002,141980,39383,37
EMP01003,134051,23497,3
EMP01004,83109,22722,33
EMP01005,49300,44055,24
EMP01006,164266,45544,25
EMP01007,89746,32304,14
EMP01008,49359,17933,36
EMP01009,80573,13590,21
EMP01010,38703,10467,33
EMP01011,71244,43546,9
EMP01012,167696,48186,39
EMP01013,88954,27865,28
EMP01014,37354,25381,15
EMP01015,87443,36296,13
EMP01016,50704,13223,24
EMP01017,163848,13209,24
EMP01018,47224,44573,39
EMP01019,134557,24216,6
EMP01020,62818,6255,12
EMP01021,148702,17032,36
EMP01022,174041,47960,14
EMP01023,172215,20582,3
EMP01024,167009,46462,37
EMP01025,43937,30666,18
EMP01026,45752,48287,25
EMP01027,169886,36107,39
EMP01028,151499,48425,9
EMP01029,166279,15473,25
EMP01030,71069,27542,18
EMP01031,66529,8466,15
EMP01032,118401,18255,22
EMP01033,111744,49532,26
EMP01034,28275,35192,11
EMP01035,97596,9330,1
EMP01036,164593,26987,21
EMP01037,155767,30504,6
EMP01038,141792,14601,9
EMP01039,66790,11257,38
EMP01040,59189,48727,10
EMP01041,153050,20700,19
EMP01042,163201,37440,33
EMP01043,99574,19799,1
EMP01044,26253,15692,34
EMP01045,60505,17111,19
EMP01046,99179,43589,0
EMP01047,140096,26673,6
EMP01048,141716,18199,35
EMP01049,68319,46511,6
EMP01050,176499,42155,17
EMP01051,102976,48972,36
EMP01052,83387,22411,34
EMP01053,61573,13801,20
EMP01054,157748,15921,4
EMP01055,105400,9671,30
EMP01056,178305,43709,9
EMP01057,31423,5992,15
EMP01058,74799,45582,3
EMP01059,42376,38657,20
EMP01060,134808,22280,13
EMP01061,150402,28358,4
EMP01062,123715,46438,26
EMP01063,139390,16360,5
EMP01064,147647,6124,7
EMP01065,142616,17624,13
EMP01066,166161,16244,16
EMP01067,150861,16363,17
EMP01068,139746,11997,8
EMP01069,93741,36400,8
EMP01070,76268,15354,34
EMP01071,122168,14747,7
EMP01072,119413,11734,18
EMP01073,168280,25866,19
EMP01074,95186,28219,31
EMP01075,85879,38624,0
EMP01076,116334,20832,26
EMP01077,161736,17786,37
EMP01078,65439,47387,15
EMP01079,104263,17626,36
EMP01080,59192,30426,20
EMP01081,100937,6629,1
EMP01082,108988,22840,18
EMP01083,69000,24698,24
EMP01084,73251,11912,8
EMP01085,46507,20893,28
EMP01086,134665,25670,34
EMP01087,140527,9694,15
EMP01088,134267,42814,27
EMP01089,34574,5258,35
EMP01090,109769,5382,17
EMP01091,66480,7723,9
EMP01092,124859,8126,13
EMP01093,112210,11746,6
EMP01094,47277,5275,39
EMP01095,172523,40737,40
EMP01096,91313,19826,0
EMP01097,83104,31593,19
EMP01098,104226,45063,15
EMP01099,82074,40023,1
EMP01100,83771,37507,3
EMP01101,101483,12417,3
EMP01102,103864,29478,34
EMP01103,61312,18723,22
EMP01104,49854,32930,19
EMP01105,39863,48571,30
EMP01106,46967,20962,29
EMP01107,171692,19141,15
EMP01108,102766,13180,40
EMP01109,28862,47913,23
EMP01110,135514,45567,18
EMP01111,150371,46627,16
EMP01112,43341,41275,17
EMP01113,148590,17990,28
EMP01114,51947,24070,18
EMP01115,176207,41088,31
EMP01116,112248,39474,14
EMP01117,102086,32550,37
EMP01118,166661,26650,38
EMP01119,69582,24586,3
EMP01120,108206,15705,10
EMP01121,78683,40756,12
EMP01122,144873,23885,22
EMP01123,83076,23492,8
EMP01124,172615,21373,27
EMP01125,173546,45460,37
EMP01126,37451,47698,15
EMP01127,145620,36005,15
EMP01128,65391,36398,9
EMP01129,73166,21414,21
EMP01130,146419,10175,0
EMP01131,41771,33100,25
EMP01132,126831,23897,8
EMP01133,179428,17870,14
EMP01134,139708,19519,1
EMP01135,108412,46345,29
EMP01136,153596,41865,29
EMP01137,124353,14320,36
EMP01138,87549,16559,19
EMP01139,67180,12605,32
EMP01140,59124,43623,29
EMP01141,123329,14355,16
EMP01142,133286,17994,36
EMP01143,51309,16888,40
EMP01144,43181,44551,28
EMP01145,111411,5572,5
EMP01146,71999,35363,10
EMP01147,68826,35080,16
EMP01148,132383,23284,34
EMP01149,45609,14097,14
EMP01150,74434,31194,33
EMP01151,176375,32264,16
EMP01152,85586,23355,19
EMP01153,101310,44315,26
EMP01154,128570,11101,34
EMP01155,34277,33079,15
EMP01156,70521,37919,13
EMP01157,49410,33956,30
EMP01158,71257,28834,3
EMP01159,37537,9972,35
EMP01160,109778,21567,9
EMP01161,161178,19954,38
EMP01162,44735,26140,23
EMP01163,60910,29961,24
EMP01164,112248,34330,5
EMP01165,100286,7461,10
EMP01166,156516,36811,16
EMP01167,158106,27323,19
EMP01168,168498,49911,14
EMP01169,168634,41742,17
EMP01170,158258,18291,38
EMP01171,32437,38566,26
EMP01172,112893,46846,5
EMP01173,174939,30842,34
EMP01174,103057,26173,9
EMP01175,135593,33992,22
EMP01176,34351,16151,8
EMP01177,164441,49028,37
EMP01178,87834,38267,11
EMP01179,101445,38174,11
EMP01180,121081,31116,26
EMP01181,60500,16437,9
EMP01182,75393,11437,29
EMP01183,154063,29918,11
EMP01184,102153,47676,20
EMP01185,99548,45580,8
EMP01186,45080,44845,17
EMP01187,61552,42061,1
EMP01188,77363,41097,20
EMP01189,120462,37150,25
EMP01190,82718,24484,29
EMP01191,61435,8191,2
EMP01192,104874,38659,24
EMP01193,73607,5285,25
EMP01194,87315,23273,38
EMP01195,98436,38239,31
EMP01196,108914,6757,5
EMP01197,92607,8721,26
EMP01198,178329,9442,25
EMP01199,64118,5288,26
EMP01200,59611,26088,2
EMP01201,37431,24611,3
EMP01202,83797,10765,7
EMP01203,124196,40368,35
EMP01204,44516,35307,28
EMP01205,70363,17105,15
EMP01206,80060,36730,20
EMP01207,178809,19827,24
EMP01208,67078,42016,29
EMP01209,68009,42719,5
EMP01210,117656,10172,37
EMP01211,119264,36016,18
EMP01212,86689,48745,14
EMP01213,58851,31784,24
EMP01214,31291,45883,24
EMP01215,34929,24973,22
EMP01216,76804,37518,23
EMP01217,137658,12333,7
EMP01218,40977,19045,13
EMP01219,67493,38859,24
EMP01220,68597,7807,19
EMP01221,105580,16992,26
EMP01222,122470,22073,16
EMP01223,128876,49009,5
EMP01224,121857,43064,32
EMP01225,162384,28988,35
EMP01226,35179,48221,30
EMP01227,58544,13334,12
EMP01228,66860,31704,37
EMP01229,126898,38767,34
EMP01230,130254,18715,24
EMP01231,90096,7415,5
EMP01232,63270,13610,38
EMP01233,125045,14416,21
EMP01234,88839,30301,28
EMP01235,58991,45875,31
EMP01236,87121,32414,32
EMP01237,130162,29691,22
EMP01238,98939,8928,22
EMP01239,140108,26603,26
EMP01240,109444,14551,17
EMP01241,107891,48017,1
EMP01242,61224,21109,30
EMP01243,173279,25875,19
EMP01244,51626,39381,30
EMP01245,126248,37719,21
EMP01246,153703,49270,20
EMP01247,76221,44499,32
EMP01248,136591,23676,24
EMP01249,149351,29005,8
EMP01250,26342,38469,1
EMP01251,99007,44541,33
EMP01252,129215,12551,25
EMP01253,150194,21111,13
EMP01254,124166,33523,36
EMP01255,40518,39503,27
EMP01256,138801,20034,13
EMP01257,160547,8465,32
EMP01258,165388,21040,37
EMP01259,118374,42549,5
EMP01260,153294,29407,20
EMP01261,82861,49216,18
EMP01262,78636,39209,1
EMP01263,88499,31619,14
EMP01264,100227,38070,28
EMP01265,101963,15069,9
EMP01266,59435,49347,38
EMP01267,106734,47116,5
EMP01268,26584,38128,22
EMP01269,121634,30107,17
EMP01270,106874,29419,6
EMP01271,106369,45019,29
EMP01272,41550,20198,4
EMP01273,29645,12305,37
EMP01274,178192,23142,35
EMP01275,179554,11208,25
EMP01276,121200,27801,25
EMP01277,65693,6752,32
EMP01278,30866,49664,16
EMP01279,100342,36168,0
EMP01280,132166,19589,20
EMP01281,117164,16242,11
EMP01282,27152,33996,5
EMP01283,57185,19695,17
EMP01284,139928,17183,29
EMP01285,35495,23816,34
EMP01286,176043,26358,27
EMP01287,166629,20880,8
EMP01288,136604,22571,4
EMP01289,106148,15545,23
EMP01290,152392,28892,21
EMP01291,112583,22724,26
EMP01292,37775,24762,33
EMP01293,104710,16726,3
EMP01294,44988,30098,18
EMP01295,176282,31013,29
EMP01296,155918,45048,30
EMP01297,66152,43470,17
EMP01298,151562,22592,37
EMP01299,74469,29075,11
EMP01300,157506,20337,36
EMP01301,51336,40873,3
EMP01302,123831,14528,17
EMP01303,179341,16214,7
EMP01304,164319,31366,7
EMP01305,40385,46742,37
EMP01306,151875,30273,27
EMP01307,176768,49428,5
EMP01308,150799,49644,22
EMP01309,81886,9342,22
EMP01310,164771,14234,35
EMP01311,97558,29646,3
EMP01312,30216,23929,16
EMP01313,83401,47712,15
EMP01314,33873,24470,28
EMP01315,90643,16678,15
EMP01316,40587,6412,30
EMP01317,155921,27431,37
EMP01318,125663,21017,19
EMP01319,142263,16664,35
EMP01320,127981,37532,34
EMP01321,52828,19952,25
EMP01322,51544,16263,1
EMP01323,165590,40726,25
EMP01324,152216,40479,23
EMP01325,159096,25718,25
EMP01326,96982,37199,18
EMP01327,26274,34535,2
EMP01328,58553,41743,17
EMP01329,170900,23949,29
EMP01330,124046,23557,22
EMP01331,82399,34816,14
EMP01332,124153,45440,13
EMP01333,145049,19931,40
EMP01334,53812,46325,30
EMP01335,175111,12840,0
EMP01336,155939,18943,25
EMP01337,94884,20540,27
EMP01338,131304,25982,34
EMP01339,48646,41061,39
EMP01340,116654,23228,25
EMP01341,125044,43418,35
EMP01342,116365,6129,17
EMP01343,87282,10510,24
EMP01344,89938,34127,10
EMP01345,125116,24521,7
EMP01346,36611,40035,20
EMP01347,37067,13599,35
EMP01348,50757,19126,27
EMP01349,174622,39495,0
EMP01350,55505,37593,7
EMP01351,81775,33172,13
EMP01352,44315,23819,24
EMP01353,53858,14614,23
EMP01354,172481,24729,24
EMP01355,143253,9872,8
EMP01356,91280,48857,1
EMP01357,120679,18782,21
EMP01358,75773,33530,23
EMP01359,174609,39900,40
EMP01360,71696,17526,1
EMP01361,121757,18535,24
EMP01362,174505,10282,12
EMP01363,145247,32491,34
EMP01364,46818,8454,36
EMP01365,138990,44046,10
EMP01366,122485,10751,0
EMP01367,95296,18598,9
EMP01368,69857,44018,19
EMP01369,145989,28594,11
EMP01370,87361,38285,30
EMP01371,37974,42169,25
EMP01372,110244,14864,5
EMP01373,179865,25209,35
EMP01374,136825,37346,33
EMP01375,119680,22487,18
EMP01376,165170,47619,6
EMP01377,26587,18644,16
EMP01378,94929,43776,13
EMP01379,159934,25447,12
EMP01380,149829,25291,12
EMP01381,175924,12488,10
EMP01382,56016,23145,21
EMP01383,79431,18586,3
EMP01384,131813,13295,37
EMP01385,146632,25249,1
EMP01386,65900,30436,29
EMP01387,92652,16306,35
EMP01388,153155,48487,36
EMP01389,143086,17171,23
EMP01390,32129,42352,30
EMP01391,132911,32524,38
EMP01392,87912,9426,28
EMP01393,115691,47654,32
EMP01394,94582,39426,15
EMP01395,176166,5336,29
EMP01396,67474,38452,30
EMP01397,87531,40556,30
EMP01398,153406,11370,14
EMP01399,82703,10084,10
EMP01400,118817,30684,9
EMP01401,70148,23369,30
EMP01402,49970,15876,13
EMP01403,102109,43998,13
EMP01404,52191,43136,6
EMP01405,60244,35719,11
EMP01406,54241,8122,29
EMP01407,35888,32280,16
EMP01408,177532,19844,6
EMP01409,57255,11023,5
EMP01410,84590,13460,21
EMP01411,26381,15160,0
EMP01412,78308,5134,9
EMP01413,179997,38174,22
EMP01414,85093,17016,39
EMP01415,92190,36009,12
EMP01416,84174,6731,18
EMP01417,140322,45591,13
EMP01418,36726,23138,38
EMP01419,65065,18715,28
EMP01420,80371,24122,5
EMP01421,171231,22171,29
EMP01422,68067,33780,8
EMP01423,66604,7548,31
EMP01424,146773,17549,24
EMP01425,113377,32903,21
EMP01426,42226,35743,40
EMP01427,52126,34011,29
EMP01428,33674,39647,0
EMP01429,111627,10608,36
EMP01430,178000,25677,35
EMP01431,140830,26698,2
EMP01432,45642,8180,14
EMP01433,135441,10392,6
EMP01434,178458,5374,7
EMP01435,98961,15984,12
EMP01436,58974,9298,22
EMP01437,31082,10189,19
EMP01438,75018,20269,31
EMP01439,178688,38081,26
EMP01440,154673,17809,38
EMP01441,67836,40593,30
EMP01442,175909,25162,30
EMP01443,92427,13869,38
EMP01444,36138,12138,7
EMP01445,61027,30261,33
EMP01446,140032,15433,21
EMP01447,91658,19550,21
EMP01448,72069,36145,0
EMP01449,55739,23515,22
EMP01450,55615,31069,7
EMP01451,149067,20777,28
EMP01452,69577,47375,34
EMP01453,83156,10313,13
EMP01454,133788,45341,34
EMP01455,94775,39604,5
EMP01456,62575,9584,24
EMP01457,113840,11509,7
EMP01458,136634,5417,10
EMP01459,52459,23819,39
EMP01460,49875,28311,24
EMP01461,37258,13058,40
EMP01462,136280,36562,35
EMP01463,136403,38494,22
EMP01464,149300,29078,21
EMP01465,71782,10292,15
EMP01466,111942,22951,5
EMP01467,111188,39737,25
EMP01468,57530,23850,6
EMP01469,61182,47269,11
EMP01470,39466,44439,34
EMP01471,104409,17960,6
EMP01472,56117,25512,2
EMP01473,91852,9594,1
EMP01474,152123,39874,16
EMP01475,129807,34372,5
EMP01476,156543,8753,19
EMP01477,86000,25149,27
EMP01478,30422,26236,24
EMP01479,119370,15505,7
EMP01480,163003,36887,24
EMP01481,43676,24062,24
EMP01482,112201,23962,36
EMP01483,133098,33815,36
EMP01484,103584,7272,8
EMP01485,37641,38305,31
EMP01486,63585,29344,28
EMP01487,150642,5290,2
EMP01488,40433,30671,35
EMP01489,112431,46911,37
EMP01490,57270,32169,12
EMP01491,69066,47098,13
EMP01492,53501,22614,37
EMP01493,78520,48532,18
EMP01494,110822,20407,14
EMP01495,148003,14628,29
EMP01496,139668,13740,18
EMP01497,130128,37757,3
EMP01498,127201,7573,2
EMP01499,43517,47817,30
EMP01500,76899,44683,21
EMP01501,107383,14402,38
EMP01502,142048,6478,3
EMP01503,113885,41422,0
EMP01504,88968,31956,16
EMP01505,97248,18332,4
EMP01506,41402,45771,18
EMP01507,29829,13672,31
EMP01508,69926,32335,35
EMP01509,72166,45778,26
EMP01510,120435,44343,16
EMP01511,129826,40306,19
EMP01512,90679,15090,30
EMP01513,158767,45554,6
EMP01514,151429,40022,11
EMP01515,167920,49095,10
EMP01516,153479,34054,32
EMP01517,158188,44954,1
EMP01518,156972,9765,3
EMP01519,128300,28931,39
EMP01520,73749,46412,35
EMP01521,85130,29773,9
EMP01522,72681,28511,14
EMP01523,93016,31662,1
EMP01524,116488,9431,29
EMP01525,103759,34915,14
EMP01526,86224,34596,32
EMP01527,63938,9758,24
EMP01528,145432,48304,13
EMP01529,146658,32674,0
EMP01530,119408,19553,2
EMP01531,42222,38553,35
EMP01532,51127,11254,31
EMP01533,157543,31282,12
EMP01534,145938,13797,14
EMP01535,151460,20270,17
EMP01536,71319,38417,24
EMP01537,55446,20316,19
EMP01538,170323,25697,3
EMP01539,54015,8880,11
EMP01540,124917,44060,22
EMP01541,115951,11878,25
EMP01542,148776,40944,29
EMP01543,41690,11711,0
EMP01544,34904,30107,24
EMP01545,64761,35668,33
EMP01546,168947,7974,26
EMP01547,178882,5237,7
EMP01548,34647,31786,5
EMP01549,62934,10168,11
EMP01550,143709,38611,9
EMP01551,140874,6131,21
EMP01552,56802,11545,37
EMP01553,118858,19262,26
EMP01554,126838,44837,16
EMP01555,89433,38033,34
EMP01556,139628,27355,19
EMP01557,137138,20677,31
EMP01558,157341,40028,2
EMP01559,34930,33739,29
EMP01560,76018,25190,11
EMP01561,105944,47284,29
EMP01562,63327,21705,21
EMP01563,89019,36325,2
EMP01564,68443,20903,24
EMP01565,176046,20504,23
EMP01566,145055,49014,33
EMP01567,46502,30140,4
EMP01568,51200,30523,23
EMP01569,125390,21769,34
EMP01570,72165,16409,8
EMP01571,176489,15637,31
EMP01572,28949,41794,6
EMP01573,56772,19455,29
EMP01574,85402,14350,38
EMP01575,47835,6023,0
EMP01576,162160,30620,15
EMP01577,78740,25476,32
EMP01578,36047,5295,4
EMP01579,44047,46685,4
EMP01580,51802,32980,24
EMP01581,83327,31572,25
EMP01582,112975,41582,28
EMP01583,68856,38707,31
EMP01584,45270,43053,0
EMP01585,77477,28441,14
EMP01586,86189,30331,2
EMP01587,87680,41043,23
EMP01588,80440,41775,18
EMP01589,176406,47141,14
EMP01590,142864,25329,0
EMP01591,58541,39175,37
EMP01592,73525,47271,33
EMP01593,111020,48089,36
EMP01594,145337,15114,5
EMP01595,86995,20102,16
EMP01596,63861,38521,0
EMP01597,148090,36730,31
EMP01598,61590,48338,3
EMP01599,176756,48571,16
EMP01600,130229,23344,37
EMP01601,173246,28887,13
EMP01602,53855,15364,7
EMP01603,73254,37086,29
EMP01604,116698,49826,20
EMP01605,124143,41145,17
EMP01606,135653,6589,21
EMP01607,25051,47093,32
EMP01608,100154,40574,23
EMP01609,72318,24841,30
EMP01610,164701,23548,34
EMP01611,91929,22270,9
EMP01612,34071,23609,3
EMP01613,74421,16834,7
EMP01614,121900,20113,40
EMP01615,26480,6094,6
EMP01616,129771,9128,8
EMP01617,100013,20953,21
EMP01618,64987,10400,30
EMP01619,144217,38274,10
EMP01620,51486,11284,22
EMP01621,149283,19400,1
EMP01622,112502,28662,38
EMP01623,164415,25562,32
EMP01624,66110,41182,28
EMP01625,162692,32096,20
EMP01626,64324,44294,6
EMP01627,133585,19337,34
EMP01628,129285,23415,39
EMP01629,179549,24811,30
EMP01630,124088,38888,4
EMP01631,152600,26824,40
EMP01632,78468,10962,16
EMP01633,85710,15483,9
EMP01634,87846,22144,40
EMP01635,172218,10235,33
EMP01636,47571,40528,3
EMP01637,58317,7502,37
EMP01638,128156,17390,23
EMP01639,117966,45588,27
EMP01640,63597,28732,12
EMP01641,161465,27347,11
EMP01642,29737,22548,24
EMP01643,152764,46245,18
EMP01644,164562,7033,36
EMP01645,156522,32314,11
EMP01646,119742,23412,15
EMP01647,39304,48644,22
EMP01648,143294,13121,15
EMP01649,108867,33647,25
EMP01650,107868,17934,16
EMP01651,35255,37077,38
EMP01652,99351,18453,10
EMP01653,160883,48140,40
EMP01654,141511,28338,4
EMP01655,178641,30686,4
EMP01656,32738,22056,9
EMP01657,49924,24380,12
EMP01658,164572,15100,23
EMP01659,95823,28968,36
EMP01660,78571,12513,16
EMP01661,173223,17209,34
EMP01662,175350,21479,3
EMP01663,144563,34671,19
EMP01664,145258,37786,38
EMP01665,144592,9092,7
EMP01666,59743,17626,16
EMP01667,69668,43254,24
EMP01668,130063,36833,26
EMP01669,62868,26944,6
EMP01670,56064,26880,9
EMP01671,92221,16526,10
EMP01672,75993,16322,12
EMP01673,30675,29510,37
EMP01674,159130,16267,21
EMP01675,92324,21683,36
EMP01676,175647,37640,11
EMP01677,75124,23853,26
EMP01678,66321,22372,7
EMP01679,31028,37466,14
EMP01680,155144,45470,25
EMP01681,124576,9346,4
EMP01682,68385,49643,14
EMP01683,39183,8357,16
EMP01684,91236,35970,4
EMP01685,26263,41475,20
EMP01686,130888,17113,35
EMP01687,148493,9428,0
EMP01688,97507,37338,10
EMP01689,68565,23926,16
EMP01690,35694,16774,0
EMP01691,107973,21610,4
EMP01692,73178,20739,17
EMP01693,26087,27272,6
EMP01694,102113,44599,30
EMP01695,97448,23222,40
EMP01696,72888,24642,15
EMP01697,38894,30539,17
EMP01698,64839,27965,10
EMP01699,49765,5240,28
EMP01700,101488,8204,28
EMP01701,63180,12811,22
EMP01702,165851,33408,17
EMP01703,49863,13554,1
EMP01704,143870,13839,3
EMP01705,62078,26434,35
EMP01706,161409,16419,12
EMP01707,156994,41232,5
EMP01708,107224,28697,7
EMP01709,149221,19670,5
EMP01710,112173,20418,40
EMP01711,105006,38030,36
EMP01712,114686,21667,11
EMP01713,149427,49494,3
EMP01714,173157,30868,28
EMP01715,121146,49640,17
EMP01716,170896,21170,34
EMP01717,65251,10816,9
EMP01718,68057,6952,4
EMP01719,144331,48447,24
EMP01720,102436,33311,12
EMP01721,108033,42007,7
EMP01722,142904,14340,39
EMP01723,48312,40477,33
EMP01724,51372,44900,8
EMP01725,134981,25502,0
EMP01726,105916,32369,29
EMP01727,164777,49830,31
EMP01728,113141,23302,24
EMP01729,60123,43965,0
EMP01730,178566,21657,18
EMP01731,68650,29405,35
EMP01732,136271,9396,4
EMP01733,44029,9598,33
EMP01734,85080,45189,4
EMP01735,127615,35634,6
EMP01736,123385,35277,37
EMP01737,102863,26501,23
EMP01738,179577,16316,22
EMP01739,110672,18727,17
EMP01740,162214,35593,31
EMP01741,126182,44733,5
EMP01742,135600,12175,25
EMP01743,85508,49822,20
EMP01744,174657,5184,9
EMP01745,109373,21596,3
EMP01746,97287,25304,13
EMP01747,49504,18846,23
EMP01748,174808,39914,10
EMP01749,136303,33858,40
EMP01750,53621,6137,13
EMP01751,66465,7241,23
EMP01752,86222,38563,32
EMP01753,85522,15634,3
EMP01754,135936,35802,8
EMP01755,94024,9428,39
EMP01756,76888,39446,33
EMP01757,79156,33650,32
EMP01758,28838,34149,37
EMP01759,97171,18020,27
EMP01760,39304,30851,18
EMP01761,105497,8533,18
EMP01762,116696,42437,6
EMP01763,161321,14447,4
EMP01764,108677,14743,3
EMP01765,107061,39506,5
EMP01766,116052,49182,24
EMP01767,49048,35569,30
EMP01768,112667,22322,2
EMP01769,147777,19210,39
EMP01770,80603,6076,31
EMP01771,135419,34387,33
EMP01772,81226,10441,38
EMP01773,161281,5917,3
EMP01774,107230,27760,5
EMP01775,59674,30880,5
EMP01776,36067,16015,17
EMP01777,179608,44924,18
EMP01778,75094,10759,27
EMP01779,51671,5678,4
EMP01780,43986,17232,11
EMP01781,133159,26740,28
EMP01782,144361,38075,36
EMP01783,76662,39306,9
EMP01784,61262,35569,24
EMP01785,70920,49858,15
EMP01786,157257,8148,8
EMP01787,148036,44693,19
EMP01788,118929,44078,39
EMP01789,165505,38523,21
EMP01790,61163,43907,27
EMP01791,43964,44409,36
EMP01792,136661,16620,40
EMP01793,87006,9834,1
EMP01794,78745,24806,20
EMP01795,131599,32600,24
EMP01796,39603,49037,30
EMP01797,63060,10255,27
EMP01798,175695,12687,31
EMP01799,57595,13290,40
EMP01800,48332,28048,15
EMP01801,139057,33859,35
EMP01802,146302,30975,8
EMP01803,93364,36504,23
EMP01804,104694,46278,25
EMP01805,82238,48615,31
EMP01806,124523,33098,2
EMP01807,35892,33101,7
EMP01808,148005,10502,28
EMP01809,155102,23569,14
EMP01810,56539,37239,26
EMP01811,85229,18237,19
EMP01812,143616,8219,1
EMP01813,109782,49686,30
EMP01814,140824,13356,1
EMP01815,43726,41399,25
EMP01816,171270,39853,9
EMP01817,66010,41820,24
EMP01818,89331,25430,36
EMP01819,47207,27485,19
EMP01820,128500,26484,39
EMP01821,51773,35325,12
EMP01822,91148,38702,8
EMP01823,88478,35710,13
EMP01824,88440,49906,15
EMP01825,143304,39156,26
EMP01826,132465,49300,18
EMP01827,55098,21402,11
EMP01828,50112,41185,7
EMP01829,80083,6849,4
EMP01830,25480,6921,26
EMP01831,60772,42008,20
EMP01832,43609,39769,24
EMP01833,124930,46938,2
EMP01834,169380,38662,33
EMP01835,49348,41610,30
EMP01836,130950,26291,5
EMP01837,126393,45667,12
EMP01838,52401,22231,39
EMP01839,150725,12128,22
EMP01840,148797,36620,6
EMP01841,68190,18401,29
EMP01842,145925,31475,0
EMP01843,172983,34029,14
EMP01844,34506,34570,36
EMP01845,173794,20068,0
EMP01846,54778,37692,32
EMP01847,97321,20270,15
EMP01848,168836,10115,37
EMP01849,28253,19786,27
EMP01850,45818,17785,26
EMP01851,162670,40877,0
EMP01852,69900,22361,20
EMP01853,93570,38014,38
EMP01854,147725,13256,19
EMP01855,77343,12461,8
EMP01856,175701,28925,40
EMP01857,46219,37176,23
EMP01858,151924,48960,28
EMP01859,63072,25940,30
EMP01860,49188,19107,16
EMP01861,97764,39583,29
EMP01862,86491,22483,25
EMP01863,74574,35791,4
EMP01864,31796,21652,34
EMP01865,72827,27519,16
EMP01866,57356,40427,3
EMP01867,178275,18200,15
EMP01868,153171,40905,14
EMP01869,108562,17490,34
EMP01870,110112,37533,16
EMP01871,68496,13564,23
EMP01872,67317,11373,17
EMP01873,73704,5301,36
EMP01874,139395,37443,23
EMP01875,98632,29232,21
EMP01876,37974,13143,15
EMP01877,90917,37070,7
EMP01878,160428,23230,5
EMP01879,149865,23311,39
EMP01880,112643,41765,11
EMP01881,38127,18766,35
EMP01882,82930,17682,14
EMP01883,142105,30254,19
EMP01884,50173,12335,12
EMP01885,61237,40999,5
EMP01886,66265,27610,11
EMP01887,122112,20368,17
EMP01888,136622,23920,27
EMP01889,122809,31430,22
EMP01890,27400,13488,33
EMP01891,130906,25672,21
EMP01892,88209,15378,30
EMP01893,105356,24824,8
EMP01894,41906,15293,32
EMP01895,103659,29530,36
EMP01896,46815,15682,31
EMP01897,58444,37030,17
EMP01898,75428,11665,23
EMP01899,169821,19187,13
EMP01900,85315,25686,33
EMP01901,28775,33967,31
EMP01902,112189,19208,15
EMP01903,74849,44862,37
EMP01904,35025,41064,33
EMP01905,35856,45580,0
EMP01906,165593,12095,0
EMP01907,88257,28966,16
EMP01908,51983,21534,38
EMP01909,72493,20301,19
EMP01910,42038,27100,15
EMP01911,135870,23926,1
EMP01912,172601,38973,18
EMP01913,65268,17152,38
EMP01914,30717,13280,39
EMP01915,166298,28313,23
EMP01916,150091,10915,16
EMP01917,116169,12329,29
EMP01918,81923,46104,9
EMP01919,115781,16805,3
EMP01920,113270,38131,39
EMP01921,149174,38549,40
EMP01922,34225,9593,17
EMP01923,155317,13559,21
EMP01924,142839,13110,15
EMP01925,33692,49809,25
EMP01926,179954,31473,23
EMP01927,132724,19241,24
EMP01928,56094,17394,25
EMP01929,128174,8392,29
EMP01930,57418,42479,17
EMP01931,137276,11212,0
EMP01932,27807,32439,25
EMP01933,138189,34903,24
EMP01934,50878,24639,36
EMP01935,68477,40924,20
EMP01936,173712,23100,22
EMP01937,64198,20792,33
EMP01938,82310,43051,25
EMP01939,111561,12739,17
EMP01940,27770,19317,20
EMP01941,55104,28851,18
EMP01942,169298,37943,38
EMP01943,80955,46962,21
EMP01944,140417,19280,19
EMP01945,169176,19811,29
EMP01946,109230,39911,36
EMP01947,84106,25404,4
EMP01948,101548,7079,18
EMP01949,160666,17407,17
EMP01950,56212,10505,22
EMP01951,42232,40980,34
EMP01952,36396,20536,5
EMP01953,150907,37332,24
EMP01954,101424,10318,19
EMP01955,111456,47577,28
EMP01956,116216,9043,39
EMP01957,98375,33075,26
EMP01958,136315,5051,27
EMP01959,105129,44232,29
EMP01960,162018,16777,20
EMP01961,171303,46419,6
EMP01962,151582,25265,1
EMP01963,113383,33915,17
EMP01964,70685,11494,4
EMP01965,108370,17642,6
EMP01966,110590,20795,1
EMP01967,111441,47816,0
EMP01968,38120,20860,35
EMP01969,88002,31011,4
EMP01970,68199,15792,32
EMP01971,87985,37831,40
EMP01972,33918,48313,33
EMP01973,136229,19807,4
EMP01974,56623,15522,9
EMP01975,25405,7723,17
EMP01976,106789,37155,19
EMP01977,118903,40548,19
EMP01978,153484,16237,7
EMP01979,161114,6104,10
EMP01980,102409,44691,35
EMP01981,38074,29140,13
EMP01982,173159,49743,28
EMP01983,58268,29786,30
EMP01984,127803,13409,40
EMP01985,41834,23444,14
EMP01986,44502,17467,22
EMP01987,172866,37490,17
EMP01988,103490,17425,31
EMP01989,110956,43387,10
EMP01990,56565,9919,24
EMP01991,163629,40848,4
EMP01992,111407,6826,5
EMP01993,31900,28629,37
EMP01994,137107,28067,3
