EmployeeID,PerformanceRating,TrainingHours,Promotion
EMP01073,3,49,Yes
EMP01074,5,52,Yes
EMP01075,5,57,No
EMP01076,4,36,No
EMP01077,4,78,Yes
EMP01078,3,66,Yes
EMP01079,3,38,No
EMP01080,2,70,No
EMP01081,3,45,Yes
EMP01082,2,68,Yes
EMP01083,5,18,No
EMP01084,2,74,Yes
EMP01085,3,34,Yes
EMP01086,3,48,Yes
EMP01087,2,26,Yes
EMP01088,2,3,Yes
EMP01089,3,73,No
EMP01090,4,53,Yes
EMP01091,4,36,Yes
EMP01092,5,45,Yes
EMP01093,2,65,Yes
EMP01094,3,17,Yes
EMP01095,2,26,Yes
EMP01096,3,21,Yes
EMP01097,4,5,Yes
EMP01098,2,77,Yes
EMP01099,4,63,Yes
EMP01100,2,71,No
EMP01101,2,30,No
EMP01102,2,76,No
EMP01103,3,64,Yes
EMP01104,2,27,No
EMP01105,3,23,Yes
EMP01106,2,71,No
EMP01107,5,60,Yes
EMP01108,4,45,Yes
EMP01109,3,38,Yes
EMP01110,3,47,No
EMP01111,5,3,Yes
EMP01112,3,52,No
EMP01113,5,24,No
EMP01114,2,37,No
EMP01115,4,19,No
EMP01116,3,73,No
EMP01117,3,13,Yes
EMP01118,2,18,Yes
EMP01119,5,2,No
EMP01120,5,49,No
EMP01121,3,29,Yes
EMP01122,3,39,No
EMP01123,3,2,Yes
EMP01124,3,16,No
EMP01125,2,20,No
EMP01126,4,8,Yes
EMP01127,4,58,No
EMP01128,4,76,No
EMP01129,5,67,No
EMP01130,3,27,No
EMP01131,3,34,No
EMP01132,5,14,Yes
EMP01133,5,26,Yes
EMP01134,5,50,Yes
EMP01135,5,8,Yes
EMP01136,3,2,No
EMP01137,5,50,Yes
EMP01138,4,16,No
EMP01139,2,73,No
EMP01140,2,21,Yes
EMP01141,5,28,Yes
EMP01142,3,10,Yes
EMP01143,5,79,No
EMP01144,5,10,No
EMP01145,2,30,No
EMP01146,4,31,Yes
EMP01147,5,66,Yes
EMP01148,2,73,Yes
EMP01149,2,48,No
EMP01150,2,39,Yes
EMP01151,2,9,No
EMP01152,4,77,No
EMP01153,5,43,No
EMP01154,3,31,Yes
EMP01155,4,80,No
EMP01156,5,43,No
EMP01157,4,60,No
EMP01158,5,40,No
EMP01159,2,59,No
EMP01160,4,16,Yes
EMP01161,4,74,No
EMP01162,5,6,Yes
EMP01163,3,14,Yes
EMP01164,3,41,Yes
EMP01165,3,66,No
EMP01166,5,62,Yes
EMP01167,5,34,Yes
EMP01168,2,76,Yes
EMP01169,2,72,No
EMP01170,5,69,Yes
EMP01171,2,45,Yes
EMP01172,5,50,No
EMP01173,2,33,No
EMP01174,2,17,Yes
EMP01175,5,51,Yes
EMP01176,5,56,No
EMP01177,4,77,No
EMP01178,4,2,No
EMP01179,2,76,Yes
EMP01180,3,46,Yes
EMP01181,5,44,Yes
EMP01182,4,9,Yes
EMP01183,2,0,Yes
EMP01184,3,48,Yes
EMP01185,2,7,Yes
EMP01186,5,19,Yes
EMP01187,2,48,Yes
EMP01188,5,35,Yes
EMP01189,3,71,No
EMP01190,2,2,Yes
EMP01191,2,29,Yes
EMP01192,4,58,Yes
EMP01193,2,25,No
EMP01194,4,62,Yes
EMP01195,4,4,No
EMP01196,3,33,Yes
EMP01197,5,18,Yes
EMP01198,4,2,Yes
EMP01199,3,61,No
EMP01200,4,69,No
EMP01201,3,63,Yes
EMP01202,4,33,Yes
EMP01203,5,68,No
EMP01204,4,58,No
EMP01205,3,57,No
EMP01206,5,47,No
EMP01207,5,33,Yes
EMP01208,4,68,No
EMP01209,3,35,No
EMP01210,2,50,No
EMP01211,4,46,Yes
EMP01212,3,41,No
EMP01213,3,29,No
EMP01214,3,49,Yes
EMP01215,5,54,Yes
EMP01216,5,5,No
EMP01217,5,36,No
EMP01218,3,66,No
EMP01219,2,44,No
EMP01220,5,28,No
EMP01221,2,76,No
EMP01222,5,31,Yes
EMP01223,3,14,Yes
EMP01224,5,66,No
EMP01225,4,1,Yes
EMP01226,5,65,No
EMP01227,4,22,Yes
EMP01228,3,31,No
EMP01229,4,14,No
EMP01230,2,42,Yes
EMP01231,3,69,Yes
EMP01232,3,79,Yes
EMP01233,5,39,Yes
EMP01234,3,77,Yes
EMP01235,2,61,Yes
EMP01236,2,42,No
EMP01237,3,3,Yes
EMP01238,4,69,Yes
EMP01239,5,47,Yes
EMP01240,4,5,Yes
EMP01241,2,5,No
EMP01242,5,44,No
EMP01243,3,53,Yes
EMP01244,2,48,Yes
EMP01245,2,42,Yes
EMP01246,5,77,No
EMP01247,3,43,No
EMP01248,2,12,Yes
EMP01249,5,64,No
EMP01250,4,67,Yes
EMP01251,4,57,Yes
EMP01252,5,59,Yes
EMP01253,2,46,No
EMP01254,5,58,No
EMP01255,4,21,Yes
EMP01256,5,32,Yes
EMP01257,4,39,No
EMP01258,2,32,No
EMP01259,2,10,No
EMP01260,5,8,Yes
EMP01261,3,39,Yes
EMP01262,4,65,No
EMP01263,3,74,No
EMP01264,4,56,No
EMP01265,3,37,No
EMP01266,3,15,No
EMP01267,5,44,No
EMP01268,3,79,Yes
EMP01269,5,41,Yes
EMP01270,5,38,No
EMP01271,2,68,No
EMP01272,3,35,No
EMP01273,4,8,No
EMP01274,3,49,No
EMP01275,2,21,Yes
EMP01276,5,27,Yes
EMP01277,2,34,Yes
EMP01278,3,32,No
EMP01279,3,40,No
EMP01280,4,58,Yes
EMP01281,3,70,Yes
EMP01282,3,65,Yes
EMP01283,2,31,No
EMP01284,4,31,No
EMP01285,3,50,No
EMP01286,4,57,Yes
EMP01287,5,62,No
EMP01288,2,11,Yes
EMP01289,3,36,No
EMP01290,2,7,No
EMP01291,4,40,Yes
EMP01292,2,16,No
EMP01293,2,8,No
EMP01294,4,25,Yes
EMP01295,4,26,Yes
EMP01296,2,23,No
EMP01297,3,43,No
EMP01298,3,76,No
EMP01299,3,7,Yes
EMP01300,5,55,Yes
EMP01301,3,12,No
EMP01302,3,57,Yes
EMP01303,2,70,Yes
EMP01304,4,26,No
EMP01305,2,56,Yes
EMP01306,3,2,Yes
EMP01307,4,57,No
EMP01308,4,62,Yes
EMP01309,3,64,No
EMP01310,4,54,Yes
EMP01311,4,74,Yes
EMP01312,3,62,Yes
EMP01313,2,65,No
EMP01314,5,28,No
EMP01315,3,79,No
EMP01316,4,50,Yes
EMP01317,4,5,Yes
EMP01318,3,14,Yes
EMP01319,5,27,No
EMP01320,4,7,No
EMP01321,5,76,No
EMP01322,3,55,No
EMP01323,5,41,No
EMP01324,2,59,No
EMP01325,2,14,Yes
EMP01326,4,15,No
EMP01327,3,13,No
EMP01328,5,23,No
EMP01329,5,64,Yes
EMP01330,3,40,Yes
EMP01331,5,64,Yes
EMP01332,2,6,No
EMP01333,5,71,Yes
EMP01334,3,48,Yes
EMP01335,2,64,Yes
EMP01336,4,70,No
EMP01337,2,4,No
EMP01338,3,74,No
EMP01339,3,10,No
EMP01340,5,26,Yes
EMP01341,2,12,Yes
EMP01342,4,45,Yes
EMP01343,4,43,Yes
EMP01344,2,62,No
EMP01345,4,26,Yes
EMP01346,2,49,No
EMP01347,5,41,Yes
EMP01348,2,73,Yes
EMP01349,2,17,Yes
EMP01350,3,7,No
EMP01351,2,25,No
EMP01352,5,16,Yes
EMP01353,3,19,No
EMP01354,2,30,No
EMP01355,4,32,Yes
EMP01356,3,24,Yes
EMP01357,2,76,No
EMP01358,4,58,No
EMP01359,2,63,Yes
EMP01360,3,20,Yes
EMP01361,2,64,No
EMP01362,4,14,No
EMP01363,5,61,No
EMP01364,2,23,Yes
EMP01365,3,13,Yes
EMP01366,5,80,Yes
EMP01367,2,40,No
EMP01368,5,22,Yes
EMP01369,5,80,No
EMP01370,4,38,Yes
EMP01371,2,58,No
EMP01372,5,21,No
EMP01373,3,8,No
EMP01374,4,49,Yes
EMP01375,3,54,No
EMP01376,3,70,No
EMP01377,2,38,No
EMP01378,5,46,Yes
EMP01379,2,49,No
EMP01380,3,34,No
EMP01381,3,13,Yes
EMP01382,5,38,Yes
EMP01383,4,58,Yes
EMP01384,5,8,Yes
EMP01385,2,19,No
EMP01386,3,17,No
EMP01387,2,45,No
EMP01388,2,70,Yes
EMP01389,2,19,No
EMP01390,2,53,No
EMP01391,4,55,No
EMP01392,2,38,Yes
EMP01393,3,20,Yes
EMP01394,4,20,Yes
EMP01395,2,72,No
EMP01396,3,75,No
EMP01397,2,21,No
EMP01398,2,7,No
EMP01399,2,20,Yes
EMP01400,3,30,Yes
EMP01401,5,40,No
EMP01402,5,60,No
EMP01403,2,42,No
EMP01404,4,18,Yes
EMP01405,2,8,No
EMP01406,4,11,Yes
EMP01407,5,80,Yes
EMP01408,3,7,Yes
EMP01409,4,6,Yes
EMP01410,2,6,No
EMP01411,5,43,No
EMP01412,5,69,No
EMP01413,3,44,Yes
EMP01414,2,63,No
EMP01415,5,53,No
EMP01416,2,36,Yes
EMP01417,2,58,No
EMP01418,3,26,No
EMP01419,2,33,No
EMP01420,5,55,Yes
EMP01421,3,38,Yes
EMP01422,5,63,Yes
EMP01423,5,16,No
EMP01424,5,61,No
EMP01425,4,28,Yes
EMP01426,5,30,No
EMP01427,4,22,No
EMP01428,2,19,No
EMP01429,2,16,Yes
EMP01430,4,18,No
EMP01431,4,25,No
EMP01432,2,17,No
EMP01433,5,70,Yes
EMP01434,2,43,No
EMP01435,4,80,No
EMP01436,5,69,No
EMP01437,5,25,No
EMP01438,3,39,Yes
EMP01439,3,8,No
EMP01440,3,63,No
EMP01441,4,3,Yes
EMP01442,5,79,Yes
EMP01443,2,56,No
EMP01444,2,37,Yes
EMP01445,2,21,No
EMP01446,3,29,No
EMP01447,4,17,No
EMP01448,5,36,Yes
EMP01449,3,0,No
EMP01450,2,6,No
EMP01451,4,17,No
EMP01452,5,5,Yes
EMP01453,4,18,Yes
EMP01454,2,22,No
EMP01455,3,52,No
EMP01456,5,8,No
EMP01457,5,80,No
EMP01458,2,33,Yes
EMP01459,4,73,No
EMP01460,5,25,No
EMP01461,5,10,No
EMP01462,4,52,No
EMP01463,4,71,Yes
EMP01464,4,10,Yes
EMP01465,4,19,Yes
EMP01466,2,33,Yes
EMP01467,3,3,No
EMP01468,5,4,Yes
EMP01469,5,80,No
EMP01470,2,67,Yes
EMP01471,2,76,Yes
EMP01472,4,42,Yes
EMP01473,2,71,Yes
EMP01474,5,29,No
EMP01475,3,79,Yes
EMP01476,3,71,No
EMP01477,3,8,No
EMP01478,2,0,No
EMP01479,5,4,No
EMP01480,3,29,Yes
EMP01481,3,54,Yes
EMP01482,2,12,Yes
EMP01483,3,80,No
EMP01484,2,34,Yes
EMP01485,2,73,No
EMP01486,4,51,Yes
EMP01487,5,7,Yes
EMP01488,2,51,No
EMP01489,4,16,Yes
EMP01490,2,10,Yes
EMP01491,5,54,Yes
EMP01492,3,67,Yes
EMP01493,4,62,Yes
EMP01494,2,21,Yes
EMP01495,4,4,No
EMP01496,3,16,No
EMP01497,3,48,Yes
EMP01498,4,52,Yes
EMP01499,5,44,Yes
EMP01500,4,54,Yes
EMP01501,4,13,Yes
EMP01502,5,48,No
EMP01503,2,76,No
EMP01504,3,28,No
EMP01505,2,24,Yes
EMP01506,3,30,Yes
EMP01507,2,27,Yes
EMP01508,5,58,Yes
EMP01509,2,70,Yes
EMP01510,4,39,Yes
EMP01511,4,4,Yes
EMP01512,3,66,No
EMP01513,3,0,Yes
EMP01514,5,10,Yes
EMP01515,4,49,No
EMP01516,3,3,No
EMP01517,5,28,No
EMP01518,3,71,No
EMP01519,3,13,No
EMP01520,4,71,No
EMP01521,4,63,No
EMP01522,5,1,No
EMP01523,4,5,Yes
EMP01524,2,76,No
EMP01525,3,77,No
EMP01526,2,67,No
EMP01527,3,8,Yes
EMP01528,4,76,No
EMP01529,4,25,No
EMP01530,5,37,No
EMP01531,3,69,Yes
EMP01532,2,70,No
EMP01533,4,55,No
EMP01534,3,30,Yes
EMP01535,5,74,Yes
EMP01536,2,56,Yes
EMP01537,3,42,Yes
EMP01538,5,50,No
EMP01539,3,6,Yes
EMP01540,5,78,Yes
EMP01541,5,50,Yes
EMP01542,4,41,Yes
EMP01543,2,8,Yes
EMP01544,5,55,Yes
EMP01545,5,13,Yes
EMP01546,5,60,Yes
EMP01547,5,53,No
EMP01548,2,69,No
EMP01549,5,57,Yes
EMP01550,3,6,Yes
EMP01551,2,19,No
EMP01552,3,70,No
EMP01553,3,73,Yes
EMP01554,5,70,Yes
EMP01555,5,55,No
EMP01556,4,50,Yes
EMP01557,2,24,No
EMP01558,3,32,Yes
EMP01559,4,29,Yes
EMP01560,4,74,No
EMP01561,3,10,Yes
EMP01562,3,77,No
EMP01563,4,32,Yes
EMP01564,2,2,Yes
EMP01565,3,37,No
EMP01566,4,34,Yes
EMP01567,2,6,No
EMP01568,5,47,Yes
EMP01569,5,80,Yes
EMP01570,4,29,No
EMP01571,4,39,No
EMP01572,2,66,Yes
EMP01573,2,15,Yes
EMP01574,3,80,Yes
EMP01575,2,59,Yes
EMP01576,2,77,No
EMP01577,5,57,Yes
EMP01578,3,28,Yes
EMP01579,5,65,Yes
EMP01580,5,38,No
EMP01581,4,62,No
EMP01582,3,72,Yes
EMP01583,3,32,No
EMP01584,2,69,No
EMP01585,2,6,No
EMP01586,3,12,No
EMP01587,5,68,Yes
EMP01588,4,19,No
EMP01589,3,10,Yes
EMP01590,3,79,Yes
EMP01591,4,6,No
EMP01592,3,2,No
EMP01593,4,34,No
EMP01594,4,68,Yes
EMP01595,2,42,No
EMP01596,4,17,Yes
EMP01597,5,35,No
EMP01598,3,15,No
EMP01599,4,18,Yes
EMP01600,2,0,Yes
EMP01601,4,20,No
EMP01602,4,19,Yes
EMP01603,2,44,Yes
EMP01604,3,77,Yes
EMP01605,4,44,No
EMP01606,3,9,Yes
EMP01607,3,68,Yes
EMP01608,4,27,No
EMP01609,2,56,No
EMP01610,3,24,Yes
EMP01611,2,23,Yes
EMP01612,3,64,Yes
EMP01613,3,20,Yes
EMP01614,4,72,No
EMP01615,2,14,No
EMP01616,5,19,No
EMP01617,3,19,Yes
EMP01618,3,77,Yes
EMP01619,3,0,No
EMP01620,2,67,Yes
EMP01621,5,29,Yes
EMP01622,3,31,Yes
EMP01623,2,65,No
EMP01624,4,35,No
EMP01625,5,30,Yes
EMP01626,4,46,No
EMP01627,4,67,No
EMP01628,4,70,Yes
EMP01629,3,0,No
EMP01630,5,12,No
EMP01631,2,24,No
EMP01632,4,3,Yes
EMP01633,2,54,Yes
EMP01634,2,16,No
EMP01635,5,64,Yes
EMP01636,2,77,No
EMP01637,4,30,Yes
EMP01638,5,3,No
EMP01639,5,49,No
EMP01640,3,19,No
EMP01641,2,45,Yes
EMP01642,4,24,No
EMP01643,3,18,No
EMP01644,5,51,No
EMP01645,4,15,No
EMP01646,4,6,No
EMP01647,2,8,Yes
EMP01648,3,14,No
EMP01649,5,20,Yes
EMP01650,2,57,No
EMP01651,5,7,No
EMP01652,3,19,No
EMP01653,3,36,No
EMP01654,3,12,No
EMP01655,2,28,No
EMP01656,4,38,Yes
EMP01657,4,51,No
EMP01658,4,72,Yes
EMP01659,4,6,Yes
EMP01660,5,11,No
EMP01661,4,41,No
EMP01662,5,56,No
EMP01663,2,49,No
EMP01664,5,76,Yes
EMP01665,2,1,Yes
EMP01666,3,8,Yes
EMP01667,3,58,Yes
EMP01668,2,20,Yes
EMP01669,5,4,No
EMP01670,2,35,No
EMP01671,4,4,Yes
EMP01672,5,37,No
EMP01673,4,38,Yes
EMP01674,2,74,No
EMP01675,4,8,Yes
EMP01676,2,48,No
EMP01677,3,74,Yes
EMP01678,2,45,Yes
EMP01679,2,0,No
EMP01680,5,15,No
EMP01681,2,13,No
EMP01682,3,8,Yes
EMP01683,5,3,Yes
EMP01684,2,30,Yes
EMP01685,5,36,No
EMP01686,5,19,No
EMP01687,5,29,Yes
EMP01688,5,27,No
EMP01689,3,76,No
EMP01690,5,51,Yes
EMP01691,3,9,Yes
EMP01692,5,46,Yes
EMP01693,5,65,No
EMP01694,4,77,Yes
EMP01695,4,26,Yes
EMP01696,2,73,Yes
EMP01697,3,58,No
EMP01698,2,43,No
EMP01699,3,63,Yes
EMP01700,5,34,No
EMP01701,5,65,No
EMP01702,4,80,Yes
EMP01703,5,34,No
EMP01704,2,43,Yes
EMP01705,3,15,Yes
EMP01706,3,38,No
EMP01707,2,28,No
EMP01708,4,34,No
EMP01709,4,26,Yes
EMP01710,4,40,No
EMP01711,3,9,Yes
EMP01712,5,39,No
EMP01713,2,33,Yes
EMP01714,3,13,No
EMP01715,5,23,Yes
EMP01716,4,0,No
EMP01717,5,66,Yes
EMP01718,5,68,Yes
EMP01719,4,26,Yes
EMP01720,4,5,No
EMP01721,3,12,No
EMP01722,3,55,No
EMP01723,4,2,Yes
EMP01724,5,21,Yes
EMP01725,5,65,No
EMP01726,3,65,No
EMP01727,5,51,Yes
EMP01728,5,78,Yes
EMP01729,5,58,No
EMP01730,4,72,Yes
EMP01731,2,24,Yes
EMP01732,4,14,No
EMP01733,2,21,Yes
EMP01734,3,31,No
EMP01735,3,18,Yes
EMP01736,4,77,Yes
EMP01737,4,9,Yes
EMP01738,4,68,No
EMP01739,3,49,No
EMP01740,5,62,Yes
EMP01741,2,58,No
EMP01742,5,47,Yes
EMP01743,2,69,Yes
EMP01744,3,35,No
EMP01745,2,75,No
EMP01746,2,73,No
EMP01747,3,17,No
EMP01748,5,65,No
EMP01749,5,21,No
EMP01750,3,37,No
EMP01751,3,28,Yes
EMP01752,5,51,Yes
EMP01753,3,63,No
EMP01754,4,3,Yes
EMP01755,5,35,No
EMP01756,4,71,Yes
EMP01757,3,36,Yes
EMP01758,2,7,No
EMP01759,2,40,No
EMP01760,4,12,No
EMP01761,5,5,No
EMP01762,3,69,Yes
EMP01763,4,47,Yes
EMP01764,2,34,No
EMP01765,2,77,No
EMP01766,3,67,Yes
EMP01767,4,28,Yes
EMP01768,3,54,No
EMP01769,2,19,No
EMP01770,3,16,No
EMP01771,4,53,No
EMP01772,3,19,No
EMP01773,2,69,Yes
EMP01774,5,4,Yes
EMP01775,3,36,No
EMP01776,4,23,No
EMP01777,3,75,No
EMP01778,5,74,No
EMP01779,4,15,No
EMP01780,2,1,Yes
EMP01781,3,7,No
EMP01782,4,4,No
EMP01783,3,35,No
EMP01784,4,41,No
EMP01785,3,43,Yes
EMP01786,4,64,Yes
EMP01787,3,73,Yes
EMP01788,2,0,No
EMP01789,4,49,No
EMP01790,4,25,Yes
EMP01791,4,68,Yes
EMP01792,5,59,No
EMP01793,2,57,No
EMP01794,3,23,No
EMP01795,3,18,Yes
EMP01796,4,49,Yes
EMP01797,5,31,Yes
EMP01798,2,31,No
EMP01799,5,72,Yes
EMP01800,2,53,Yes
EMP01801,2,40,No
EMP01802,2,77,Yes
EMP01803,2,14,No
EMP01804,5,7,No
EMP01805,2,61,Yes
EMP01806,3,21,Yes
EMP01807,4,36,No
EMP01808,3,20,Yes
EMP01809,3,25,No
EMP01810,4,10,No
EMP01811,3,5,No
EMP01812,3,10,Yes
EMP01813,4,51,No
EMP01814,4,48,Yes
EMP01815,3,32,Yes
EMP01816,4,46,Yes
EMP01817,3,27,No
EMP01818,4,62,Yes
EMP01819,2,48,No
EMP01820,4,4,No
EMP01821,4,47,No
EMP01822,2,65,Yes
EMP01823,3,28,No
EMP01824,5,26,Yes
EMP01825,4,60,No
EMP01826,2,38,Yes
EMP01827,2,80,Yes
EMP01828,2,54,Yes
EMP01829,2,45,No
EMP01830,2,9,Yes
EMP01831,3,10,No
EMP01832,4,25,No
EMP01833,2,1,No
EMP01834,3,11,Yes
EMP01835,5,65,Yes
EMP01836,5,56,Yes
EMP01837,4,6,No
EMP01838,5,32,Yes
EMP01839,4,11,Yes
EMP01840,2,17,No
EMP01841,3,19,Yes
EMP01842,2,43,No
EMP01843,2,65,No
EMP01844,2,57,No
EMP01845,4,56,No
EMP01846,3,50,No
EMP01847,3,29,Yes
EMP01848,4,47,No
EMP01849,5,62,Yes
EMP01850,4,52,Yes
EMP01851,3,41,Yes
EMP01852,5,27,No
EMP01853,3,43,No
EMP01854,2,80,No
EMP01855,3,32,No
EMP01856,4,24,Yes
EMP01857,5,67,No
EMP01858,4,62,Yes
EMP01859,4,62,Yes
EMP01860,2,1,Yes
EMP01861,3,63,Yes
EMP01862,4,35,No
EMP01863,4,38,No
EMP01864,3,57,No
EMP01865,3,35,Yes
EMP01866,5,80,No
EMP01867,4,15,Yes
EMP01868,5,10,No
EMP01869,3,69,No
EMP01870,3,9,No
EMP01871,3,59,Yes
EMP01872,2,46,No
EMP01873,4,18,Yes
EMP01874,5,74,Yes
EMP01875,5,77,Yes
EMP01876,2,20,No
EMP01877,2,15,Yes
EMP01878,4,4,No
EMP01879,5,60,Yes
EMP01880,2,18,No
EMP01881,3,70,Yes
EMP01882,2,37,Yes
EMP01883,3,21,Yes
EMP01884,5,34,Yes
EMP01885,2,0,Yes
EMP01886,4,4,Yes
EMP01887,3,31,Yes
EMP01888,4,72,No
EMP01889,3,6,No
EMP01890,2,31,No
EMP01891,3,50,Yes
EMP01892,2,47,No
EMP01893,5,51,No
EMP01894,3,32,No
EMP01895,4,50,No
EMP01896,4,20,Yes
EMP01897,2,4,Yes
EMP01898,4,11,Yes
EMP01899,5,58,Yes
EMP01900,5,27,No
EMP01901,2,24,No
EMP01902,4,42,Yes
EMP01903,2,80,No
EMP01904,2,12,No
EMP01905,2,5,No
EMP01906,4,26,No
EMP01907,4,13,Yes
EMP01908,5,2,No
EMP01909,4,30,No
EMP01910,4,2,No
EMP01911,3,50,No
EMP01912,2,61,No
EMP01913,3,57,No
EMP01914,5,58,No
EMP01915,5,65,No
EMP01916,3,52,No
EMP01917,5,66,No
EMP01918,4,11,Yes
EMP01919,2,54,Yes
EMP01920,4,78,No
EMP01921,2,53,Yes
EMP01922,5,53,No
EMP01923,3,17,No
EMP01924,3,30,No
EMP01925,5,3,Yes
EMP01926,4,71,No
EMP01927,5,36,No
EMP01928,3,35,Yes
EMP01929,5,26,Yes
EMP01930,3,71,Yes
EMP01931,4,55,No
EMP01932,2,33,Yes
EMP01933,3,45,Yes
EMP01934,5,80,Yes
EMP01935,3,61,Yes
EMP01936,2,23,Yes
EMP01937,3,80,Yes
EMP01938,3,27,No
EMP01939,5,46,Yes
EMP01940,3,11,No
EMP01941,5,16,Yes
EMP01942,5,56,Yes
EMP01943,4,7,No
EMP01944,2,43,No
EMP01945,3,46,Yes
EMP01946,5,76,Yes
EMP01947,4,51,Yes
EMP01948,4,49,No
EMP01949,5,30,Yes
EMP01950,5,34,Yes
EMP01951,2,50,No
EMP01952,3,45,Yes
EMP01953,2,52,Yes
EMP01954,3,49,No
EMP01955,5,59,Yes
EMP01956,5,13,No
EMP01957,4,67,Yes
EMP01958,2,15,Yes
EMP01959,2,29,No
EMP01960,3,50,No
EMP01961,4,61,Yes
EMP01962,4,71,No
EMP01963,4,5,Yes
EMP01964,5,11,Yes
EMP01965,3,77,No
EMP01966,3,57,No
EMP01967,4,67,No
EMP01968,5,1,No
EMP01969,3,37,Yes
EMP01970,2,28,Yes
EMP01971,3,26,Yes
EMP01972,4,10,No
EMP01973,3,36,No
EMP01974,5,48,No
EMP01975,3,50,Yes
EMP01976,2,4,Yes
EMP01977,4,77,No
EMP01978,4,27,Yes
EMP01979,4,21,No
EMP01980,5,21,No
EMP01981,2,80,No
EMP01982,4,43,No
EMP01983,4,8,Yes
EMP01984,2,61,Yes
EMP01985,5,55,Yes
EMP01986,2,79,Yes
EMP01987,4,12,No
EMP01988,3,39,Yes
EMP01989,4,15,Yes
EMP01990,4,56,No
EMP01991,3,74,Yes
EMP01992,4,48,No
EMP01993,4,76,No
EMP01994,4,52,No
EMP01995,5,54,No
EMP01996,4,50,Yes
EMP01997,4,5,No
EMP01998,5,72,No
EMP01999,5,58,Yes
EMP02000,2,25,Yes
